date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:44:17	3857/3857	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2018:44:17%20GMT	https://static.wixstatic.com/media/fe9d80_7825601df8584864a2bcc6e2b629666c~mv2.jpg/v1/fill/w_128,h_96,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/fe9d80_7825601df8584864a2bcc6e2b629666c~mv2.jpg	D:/terroir/static.wixstatic.com/media/fe9d80_7825601df8584864a2bcc6e2b629666c_mv2.jpg/v1/fill/w_128,h_96,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/fe9d80_7825601df8584864a2bcc6e2b629666c_mv2.jpg	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:19	965617/965617	---MCZ	200	added ('OK')	text/html	etag:W/%22184e4a1028e127ecb3f9dd12af44da62%22	https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/sumac-powder	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/product-page/sumac-powder.html	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:19	1871/1871	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2018:44:19%20GMT	https://static.wixstatic.com/media/fe9d80_e802030fc18e46f1bb67533c530d5dae~mv2.jpeg/v1/fill/w_92,h_92,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/fe9d80_e802030fc18e46f1bb67533c530d5dae~mv2.jpeg	D:/terroir/static.wixstatic.com/media/fe9d80_e802030fc18e46f1bb67533c530d5dae_mv2.jpeg/v1/fill/w_92,h_92,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/fe9d80_e802030fc18e46f1bb67533c530d5dae_mv2.jpg	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:21	965195/965195	---MCZ	200	added ('OK')	text/html	etag:W/%22ca6edb4f139c487223089c910dc62973%22	https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/lebanese-flatbread	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/product-page/lebanese-flatbread.html	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:21	3034/3034	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2018:44:21%20GMT	https://static.wixstatic.com/media/fe9d80_ba4a9d2e89924f519ab6ed7d6a7f526a~mv2.jpg/v1/fill/w_125,h_188,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/fe9d80_ba4a9d2e89924f519ab6ed7d6a7f526a~mv2.jpg	D:/terroir/static.wixstatic.com/media/fe9d80_ba4a9d2e89924f519ab6ed7d6a7f526a_mv2.jpg/v1/fill/w_125,h_188,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/fe9d80_ba4a9d2e89924f519ab6ed7d6a7f526a_mv2.jpg	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:24	967808/967808	---MCZ	200	added ('OK')	text/html	etag:W/%22c2d59e37f8f91f4163f6aab4d1d29273%22	https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/assorted-lebanese-sweets-box	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/product-page/assorted-lebanese-sweets-box.html	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:24	3202/3202	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2018:44:23%20GMT	https://static.wixstatic.com/media/fe9d80_94d6e5e4ddaa4075ba5a4185e97daed6~mv2.jpg/v1/fill/w_130,h_154,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/fe9d80_94d6e5e4ddaa4075ba5a4185e97daed6~mv2.jpg	D:/terroir/static.wixstatic.com/media/fe9d80_94d6e5e4ddaa4075ba5a4185e97daed6_mv2.jpg/v1/fill/w_130,h_154,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/fe9d80_94d6e5e4ddaa4075ba5a4185e97daed6_mv2.jpg	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:25	965483/965483	---MCZ	200	added ('OK')	text/html	etag:W/%22e6f85c88f2dcf2db4d49440abcdba1d0%22	https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/sesame-kaak-bread	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/product-page/sesame-kaak-bread.html	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:26	6733/6733	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202024%2018:44:25%20GMT	https://static.wixstatic.com/media/fe9d80_8f1042743d3e48a59fa1d1e5b9ab41f1~mv2.png/v1/fill/w_49,h_49,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/fe9d80_8f1042743d3e48a59fa1d1e5b9ab41f1~mv2.png	D:/terroir/static.wixstatic.com/media/fe9d80_8f1042743d3e48a59fa1d1e5b9ab41f1_mv2.png/v1/fill/w_49,h_49,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/fe9d80_8f1042743d3e48a59fa1d1e5b9ab41f1_mv2.png	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:26	3919/3919	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2018:44:25%20GMT	https://static.wixstatic.com/media/fe9d80_22dea43ab17d43b8b70706d4c31e113a~mv2.jpg/v1/fill/w_122,h_153,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/fe9d80_22dea43ab17d43b8b70706d4c31e113a~mv2.jpg	D:/terroir/static.wixstatic.com/media/fe9d80_22dea43ab17d43b8b70706d4c31e113a_mv2.jpg/v1/fill/w_122,h_153,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/fe9d80_22dea43ab17d43b8b70706d4c31e113a_mv2.jpg	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:26	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	D:/terroir/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:26	3028/3028	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2018:44:26%20GMT	https://eliasantoun2005.wixsite.com/sitemap.xml	D:/terroir/eliasantoun2005.wixsite.com/sitemap.13.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:27	3028/3028	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2018:44:26%20GMT	https://eliasantoun2005.wixsite.com/feed.xml	D:/terroir/eliasantoun2005.wixsite.com/feed.14.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:27	3026/3026	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2018:44:26%20GMT	https://eliasantoun2005.wixsite.com/${n.uri}	D:/terroir/eliasantoun2005.wixsite.com/${n.15.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:27	91236/91236	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f414c3d24a155db89f6b373a80bc7668%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.90d0afc1.bundle.min.js	D:/terroir/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.90d0afc1.bundle.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:28	204815/204815	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b05d5ca6e41b5b26b46f11e00faa32a1%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.63955c57.bundle.min.js	D:/terroir/static.parastorage.com/services/wix-thunderbolt/dist/main.63955c57.bundle.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:28	166/166	---M--	200	added ('OK')	application/javascript	etag:%227276034de396f62e15b7cc118d61c360%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	D:/terroir/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:28	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	D:/terroir/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:28	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	D:/terroir/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:29	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	D:/terroir/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:29	175177/175177	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c8f708d648cf5d2d4adc84296f1b86d1%22	https://static.parastorage.com/services/ecom-platform-cart-icon/1.645.0/CartIconViewerWidgetNoCss.bundle.min.js	D:/terroir/static.parastorage.com/services/ecom-platform-cart-icon/1.645.0/CartIconViewerWidgetNoCss.bundle.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:29	555270/555270	---M-Z	200	added ('OK')	application/javascript	etag:W/%2292f44ef12937e6cda001d9a0cd8bcf9a%22	https://static.parastorage.com/services/wixstores-client-gallery/1.4325.0/GridGalleryViewerWidgetNoCss.bundle.min.js	D:/terroir/static.parastorage.com/services/wixstores-client-gallery/1.4325.0/GridGalleryViewerWidgetNoCss.bundle.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:30	3027/3027	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2018:44:29%20GMT	https://eliasantoun2005.wixsite.com/decodeURIComponent(e	D:/terroir/eliasantoun2005.wixsite.com/decodeURIComponent(e.1e.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:30	9691/9691	---M-Z	200	added ('OK')	application/javascript	etag:W/%227163b2f1c5793d25bde396133051edf8%22	https://static.parastorage.com/services/tag-manager-client/1.844.0/siteTags.bundle.min.js	D:/terroir/static.parastorage.com/services/tag-manager-client/1.844.0/siteTags.bundle.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:30	30907/30907	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e646fa090a760653cfa56c727bb5a13%22	https://static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	D:/terroir/static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l)
20:44:30	3028/3028	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2018:44:30%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/location.href	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/location.21.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/notre-catalogue)
20:44:31	195798/195798	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2018:44:31%20GMT	https://static.wixstatic.com/media/fe9d80_7825601df8584864a2bcc6e2b629666c~mv2.jpg/v1/crop/x_0,y_40,w_1080,h_388/fill/w_980,h_352,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/404345345_17983234862576322_9110862708289652446_n_edited.jpg	D:/terroir/static.wixstatic.com/media/fe9d80_7825601df8584864a2bcc6e2b629666c_mv2.jpg/v1/crop/x_0,y_40,w_1080,h_388/fill/w_980,h_352,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/404345345_17983234862576322_9110862708289652446_n_edited.jpg	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/notre-catalogue)
20:44:32	389064/389064	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202024%2018:44:31%20GMT	https://static.wixstatic.com/media/fe9d80_a7ae8ba1f0b94cac87007918b4bae4c6~mv2.png/v1/fill/w_428,h_548,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/fe9d80_a7ae8ba1f0b94cac87007918b4bae4c6~mv2.png	D:/terroir/static.wixstatic.com/media/fe9d80_a7ae8ba1f0b94cac87007918b4bae4c6_mv2.png/v1/fill/w_428,h_548,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/fe9d80_a7ae8ba1f0b94cac87007918b4bae4c6_mv2.png	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/notre-catalogue)
20:44:32	3028/3028	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2018:44:32%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/robots.txt	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/robots.25.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/notre-catalogue)
20:44:33	380855/380855	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202024%2018:44:32%20GMT	https://static.wixstatic.com/media/fe9d80_a018f4ff21a84885abd316203cfc90a0~mv2.png/v1/fill/w_428,h_548,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/fe9d80_a018f4ff21a84885abd316203cfc90a0~mv2.png	D:/terroir/static.wixstatic.com/media/fe9d80_a018f4ff21a84885abd316203cfc90a0_mv2.png/v1/fill/w_428,h_548,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/fe9d80_a018f4ff21a84885abd316203cfc90a0_mv2.png	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/notre-catalogue)
20:44:34	549/549	---M--	200	added ('OK')	text/xml	etag:W/%22225-pBaAeP1eDdOWGSOw7tM7nAm2Dhs%22	https://eliasantoun2005.wixsite.com/terroirs-de-l/sitemap.xml	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/sitemap.xml	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/notre-catalogue)
20:44:34	3029/3029	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2018:44:33%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/feed.xml	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/feed.27.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/notre-catalogue)
20:44:35	3027/3027	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2018:44:34%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/${n.uri}	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/${n.28.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/notre-catalogue)
20:44:35	204678/204678	---M-Z	200	added ('OK')	application/javascript	etag:W/%229a4cf8bc20c4cfbf4867c965767edf35%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.456d8521.bundle.min.js	D:/terroir/static.parastorage.com/services/wix-thunderbolt/dist/main.456d8521.bundle.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/notre-catalogue)
20:44:35	3028/3028	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2018:44:35%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/decodeURIComponent(e	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/decodeURIComponent(e.2a.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/notre-catalogue)
20:44:37	464302/464302	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%223e2d33ef9e7aff992c4448a948e0d42d%22	https://eliasantoun2005.wixsite.com/terroirs-de-l/category/location.href	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/category/location.2b.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/category/all-products)
20:44:39	773837/773837	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2018:44:38%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/category/bakery	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/category/bakery.html	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/category/all-products)
20:44:40	772882/772882	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2018:44:39%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/category/huile	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/category/huile.html	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/category/all-products)
20:44:42	772617/772617	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2018:44:41%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/category/jus	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/category/jus.html	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/category/all-products)
20:44:43	771074/771074	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2018:44:42%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/category/spices	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/category/spices.html	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/category/all-products)
20:44:45	773957/773957	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2018:44:44%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/category/sweets	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/category/sweets.html	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/category/all-products)
20:44:45	4963/4963	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2018:44:44%20GMT	https://static.wixstatic.com/media/fe9d80_7825601df8584864a2bcc6e2b629666c~mv2.jpg/v1/fill/w_147,h_110,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/fe9d80_7825601df8584864a2bcc6e2b629666c~mv2.jpg	D:/terroir/static.wixstatic.com/media/fe9d80_7825601df8584864a2bcc6e2b629666c_mv2.jpg/v1/fill/w_147,h_110,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/fe9d80_7825601df8584864a2bcc6e2b629666c_mv2.jpg	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/category/all-products)
20:44:46	464279/464279	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%225dda1f25e58c00f58c0eac0e6d3fb212%22	https://eliasantoun2005.wixsite.com/terroirs-de-l/category/robots.txt	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/category/robots.32.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/category/all-products)
20:44:47	3029/3029	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2018:44:46%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/category/sitemap.xml	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/category/sitemap.33.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/category/all-products)
20:44:47	3029/3029	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2018:44:46%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/category/feed.xml	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/category/feed.34.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/category/all-products)
20:44:49	464466/464466	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2228f60b6ea542426276e293b66ca48df6%22	https://eliasantoun2005.wixsite.com/terroirs-de-l/category/${n.uri}	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/category/${n.35.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/category/all-products)
20:44:49	549886/549886	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d860fd43d08a4a9c830353dd041e47a5%22	https://static.parastorage.com/services/wixstores-client-gallery/1.4325.0/CategoryPageViewerWidgetNoCss.bundle.min.js	D:/terroir/static.parastorage.com/services/wixstores-client-gallery/1.4325.0/CategoryPageViewerWidgetNoCss.bundle.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/category/all-products)
20:44:53	464402/464402	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22b2580db158e47151d495cdefd8828a73%22	https://eliasantoun2005.wixsite.com/terroirs-de-l/category/decodeURIComponent(e	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/category/decodeURIComponent(e.37.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/category/all-products)
20:44:54	537907/537907	---M-Z	200	added ('OK')	application/javascript	etag:W/%22793ad8e8ca2bccca58d2e8b1309016a3%22	https://static.parastorage.com/services/wixstores-client-cart-ooi/1.3052.0/cartViewerWidgetNoCss.bundle.min.js	D:/terroir/static.parastorage.com/services/wixstores-client-cart-ooi/1.3052.0/cartViewerWidgetNoCss.bundle.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/cart-page)
20:44:58	344474/344474	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2018:44:57%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/location.href	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/product-page/location.html	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/sumac-powder)
20:44:58	37243/37243	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jun%202024%2018:44:57%20GMT	https://static.wixstatic.com/media/fe9d80_e802030fc18e46f1bb67533c530d5dae~mv2.jpeg/v1/fill/w_612,h_612,al_c,lg_1,q_85/fe9d80_e802030fc18e46f1bb67533c530d5dae~mv2.jpeg	D:/terroir/static.wixstatic.com/media/fe9d80_e802030fc18e46f1bb67533c530d5dae_mv2.jpeg/v1/fill/w_612,h_612,al_c,lg_1,q_85/fe9d80_e802030fc18e46f1bb67533c530d5dae_mv2.jpg	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/sumac-powder)
20:45:02	950393/950393	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2267d08a738ffa63b2f3ec4d796dc67b57%22	https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/robots.txt	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/product-page/robots.3b.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/sumac-powder)
20:45:02	3028/3028	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2018:45:01%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/sitemap.xml	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/product-page/sitemap.3c.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/sumac-powder)
20:45:02	3028/3028	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2018:45:01%20GMT	https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/feed.xml	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/product-page/feed.3d.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/sumac-powder)
20:45:04	950516/950516	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2248d1257790ad6637adbb2c68bee10a49%22	https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/${n.uri}	D:/terroir/eliasantoun2005.wixsite.com/terroirs-de-l/product-page/${n.3e.delayed	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/sumac-powder)
20:45:04	778673/778673	---M-Z	200	added ('OK')	application/javascript	etag:W/%22946872c4411d5d4cf38dfddd73d645ee%22	https://static.parastorage.com/services/wixstores-client-product-page/1.3014.0/ProductPageViewerWidgetNoCss.bundle.min.js	D:/terroir/static.parastorage.com/services/wixstores-client-product-page/1.3014.0/ProductPageViewerWidgetNoCss.bundle.min.js	(from https://eliasantoun2005.wixsite.com/terroirs-de-l/product-page/sumac-powder)
